slab_index,s_prime_mm,D_mm,b_mm,n_local_mm,z_mm
0,-106.201,185.906,42.213,168.852,0.000
0,-106.201,185.906,42.213,168.749,4.419
0,-106.201,185.906,42.213,168.441,8.827
0,-106.201,185.906,42.213,167.928,13.213
0,-106.201,185.906,42.213,167.213,17.568
0,-106.201,185.906,42.213,166.297,21.879
0,-106.201,185.906,42.213,165.183,26.138
0,-106.201,185.906,42.213,163.874,30.333
0,-106.201,185.906,42.213,162.375,34.456
0,-106.201,185.906,42.213,160.689,38.495
0,-106.201,185.906,42.213,158.823,42.442
0,-106.201,185.906,42.213,156.781,46.288
0,-106.201,185.906,42.213,154.570,50.024
0,-106.201,185.906,42.213,152.196,53.642
0,-106.201,185.906,42.213,149.666,57.134
0,-106.201,185.906,42.213,146.988,60.492
0,-106.201,185.906,42.213,144.169,63.709
0,-106.201,185.906,42.213,141.219,66.780
0,-106.201,185.906,42.213,138.144,69.698
0,-106.201,185.906,42.213,134.954,72.457
0,-106.201,185.906,42.213,131.659,75.054
0,-106.201,185.906,42.213,128.267,77.483
0,-106.201,185.906,42.213,124.787,79.741
0,-106.201,185.906,42.213,121.230,81.825
0,-106.201,185.906,42.213,117.605,83.732
0,-106.201,185.906,42.213,113.923,85.460
0,-106.201,185.906,42.213,110.191,87.008
0,-106.201,185.906,42.213,106.422,88.376
0,-106.201,185.906,42.213,102.623,89.562
0,-106.201,185.906,42.213,98.806,90.568
0,-106.201,185.906,42.213,94.979,91.394
0,-106.201,185.906,42.213,91.153,92.042
0,-106.201,185.906,42.213,87.335,92.514
0,-106.201,185.906,42.213,83.536,92.812
0,-106.201,185.906,42.213,79.763,92.940
0,-106.201,185.906,42.213,76.026,92.902
0,-106.201,185.906,42.213,72.333,92.700
0,-106.201,185.906,42.213,68.691,92.340
0,-106.201,185.906,42.213,65.108,91.827
0,-106.201,185.906,42.213,61.591,91.166
0,-106.201,185.906,42.213,58.146,90.362
0,-106.201,185.906,42.213,54.781,89.422
0,-106.201,185.906,42.213,51.499,88.352
0,-106.201,185.906,42.213,48.308,87.158
0,-106.201,185.906,42.213,45.211,85.847
0,-106.201,185.906,42.213,42.213,84.426
0,-106.201,185.906,42.213,39.318,82.902
0,-106.201,185.906,42.213,36.529,81.283
0,-106.201,185.906,42.213,33.849,79.575
0,-106.201,185.906,42.213,31.281,77.787
0,-106.201,185.906,42.213,28.825,75.925
0,-106.201,185.906,42.213,26.485,73.996
0,-106.201,185.906,42.213,24.259,72.009
0,-106.201,185.906,42.213,22.149,69.971
0,-106.201,185.906,42.213,20.155,67.888
0,-106.201,185.906,42.213,18.276,65.768
0,-106.201,185.906,42.213,16.510,63.617
0,-106.201,185.906,42.213,14.857,61.442
0,-106.201,185.906,42.213,13.315,59.250
0,-106.201,185.906,42.213,11.881,57.046
0,-106.201,185.906,42.213,10.553,54.836
0,-106.201,185.906,42.213,9.328,52.627
0,-106.201,185.906,42.213,8.202,50.423
0,-106.201,185.906,42.213,7.173,48.229
0,-106.201,185.906,42.213,6.236,46.049
0,-106.201,185.906,42.213,5.386,43.888
0,-106.201,185.906,42.213,4.621,41.750
0,-106.201,185.906,42.213,3.936,39.637
0,-106.201,185.906,42.213,3.325,37.554
0,-106.201,185.906,42.213,2.785,35.501
0,-106.201,185.906,42.213,2.311,33.482
0,-106.201,185.906,42.213,1.897,31.498
0,-106.201,185.906,42.213,1.540,29.551
0,-106.201,185.906,42.213,1.234,27.641
0,-106.201,185.906,42.213,0.975,25.769
0,-106.201,185.906,42.213,0.758,23.934
0,-106.201,185.906,42.213,0.578,22.138
0,-106.201,185.906,42.213,0.432,20.378
0,-106.201,185.906,42.213,0.316,18.654
0,-106.201,185.906,42.213,0.224,16.965
0,-106.201,185.906,42.213,0.154,15.308
0,-106.201,185.906,42.213,0.101,13.683
0,-106.201,185.906,42.213,0.063,12.086
0,-106.201,185.906,42.213,0.037,10.516
0,-106.201,185.906,42.213,0.020,8.968
0,-106.201,185.906,42.213,0.010,7.442
0,-106.201,185.906,42.213,0.004,5.932
0,-106.201,185.906,42.213,0.001,4.437
0,-106.201,185.906,42.213,0.000,2.952
0,-106.201,185.906,42.213,0.000,1.474
0,-106.201,185.906,42.213,0.000,0.000
0,-106.201,185.906,42.213,0.000,-1.474
0,-106.201,185.906,42.213,0.000,-2.952
0,-106.201,185.906,42.213,0.001,-4.437
0,-106.201,185.906,42.213,0.004,-5.932
0,-106.201,185.906,42.213,0.010,-7.442
0,-106.201,185.906,42.213,0.020,-8.968
0,-106.201,185.906,42.213,0.037,-10.516
0,-106.201,185.906,42.213,0.063,-12.086
0,-106.201,185.906,42.213,0.101,-13.683
0,-106.201,185.906,42.213,0.154,-15.308
0,-106.201,185.906,42.213,0.224,-16.965
0,-106.201,185.906,42.213,0.316,-18.654
0,-106.201,185.906,42.213,0.432,-20.378
0,-106.201,185.906,42.213,0.578,-22.138
0,-106.201,185.906,42.213,0.758,-23.934
0,-106.201,185.906,42.213,0.975,-25.769
0,-106.201,185.906,42.213,1.234,-27.641
0,-106.201,185.906,42.213,1.540,-29.551
0,-106.201,185.906,42.213,1.897,-31.498
0,-106.201,185.906,42.213,2.311,-33.482
0,-106.201,185.906,42.213,2.785,-35.501
0,-106.201,185.906,42.213,3.325,-37.554
0,-106.201,185.906,42.213,3.936,-39.637
0,-106.201,185.906,42.213,4.621,-41.750
0,-106.201,185.906,42.213,5.386,-43.888
0,-106.201,185.906,42.213,6.236,-46.049
0,-106.201,185.906,42.213,7.173,-48.229
0,-106.201,185.906,42.213,8.202,-50.423
0,-106.201,185.906,42.213,9.328,-52.627
0,-106.201,185.906,42.213,10.553,-54.836
0,-106.201,185.906,42.213,11.881,-57.046
0,-106.201,185.906,42.213,13.315,-59.250
0,-106.201,185.906,42.213,14.857,-61.442
0,-106.201,185.906,42.213,16.510,-63.617
0,-106.201,185.906,42.213,18.276,-65.768
0,-106.201,185.906,42.213,20.155,-67.888
0,-106.201,185.906,42.213,22.149,-69.971
0,-106.201,185.906,42.213,24.259,-72.009
0,-106.201,185.906,42.213,26.485,-73.996
0,-106.201,185.906,42.213,28.825,-75.925
0,-106.201,185.906,42.213,31.281,-77.787
0,-106.201,185.906,42.213,33.849,-79.575
0,-106.201,185.906,42.213,36.529,-81.283
0,-106.201,185.906,42.213,39.318,-82.902
0,-106.201,185.906,42.213,42.213,-84.426
0,-106.201,185.906,42.213,45.211,-85.847
0,-106.201,185.906,42.213,48.308,-87.158
0,-106.201,185.906,42.213,51.499,-88.352
0,-106.201,185.906,42.213,54.781,-89.422
0,-106.201,185.906,42.213,58.146,-90.362
0,-106.201,185.906,42.213,61.591,-91.166
0,-106.201,185.906,42.213,65.108,-91.827
0,-106.201,185.906,42.213,68.691,-92.340
0,-106.201,185.906,42.213,72.333,-92.700
0,-106.201,185.906,42.213,76.026,-92.902
0,-106.201,185.906,42.213,79.763,-92.940
0,-106.201,185.906,42.213,83.536,-92.812
0,-106.201,185.906,42.213,87.335,-92.514
0,-106.201,185.906,42.213,91.153,-92.042
0,-106.201,185.906,42.213,94.979,-91.394
0,-106.201,185.906,42.213,98.806,-90.568
0,-106.201,185.906,42.213,102.623,-89.562
0,-106.201,185.906,42.213,106.422,-88.376
0,-106.201,185.906,42.213,110.191,-87.008
0,-106.201,185.906,42.213,113.923,-85.460
0,-106.201,185.906,42.213,117.605,-83.732
0,-106.201,185.906,42.213,121.230,-81.825
0,-106.201,185.906,42.213,124.787,-79.741
0,-106.201,185.906,42.213,128.267,-77.483
0,-106.201,185.906,42.213,131.659,-75.054
0,-106.201,185.906,42.213,134.954,-72.457
0,-106.201,185.906,42.213,138.144,-69.698
0,-106.201,185.906,42.213,141.219,-66.780
0,-106.201,185.906,42.213,144.169,-63.709
0,-106.201,185.906,42.213,146.988,-60.492
0,-106.201,185.906,42.213,149.666,-57.134
0,-106.201,185.906,42.213,152.196,-53.642
0,-106.201,185.906,42.213,154.570,-50.024
0,-106.201,185.906,42.213,156.781,-46.288
0,-106.201,185.906,42.213,158.823,-42.442
0,-106.201,185.906,42.213,160.689,-38.495
0,-106.201,185.906,42.213,162.375,-34.456
0,-106.201,185.906,42.213,163.874,-30.333
0,-106.201,185.906,42.213,165.183,-26.138
0,-106.201,185.906,42.213,166.297,-21.879
0,-106.201,185.906,42.213,167.213,-17.568
0,-106.201,185.906,42.213,167.928,-13.213
0,-106.201,185.906,42.213,168.441,-8.827
0,-106.201,185.906,42.213,168.749,-4.419
1,-80.812,197.042,44.742,178.966,0.000
1,-80.812,197.042,44.742,178.857,4.683
1,-80.812,197.042,44.742,178.531,9.355
1,-80.812,197.042,44.742,177.987,14.005
1,-80.812,197.042,44.742,177.229,18.620
1,-80.812,197.042,44.742,176.258,23.190
1,-80.812,197.042,44.742,175.077,27.704
1,-80.812,197.042,44.742,173.690,32.150
1,-80.812,197.042,44.742,172.101,36.520
1,-80.812,197.042,44.742,170.314,40.801
1,-80.812,197.042,44.742,168.336,44.985
1,-80.812,197.042,44.742,166.172,49.061
1,-80.812,197.042,44.742,163.828,53.021
1,-80.812,197.042,44.742,161.312,56.855
1,-80.812,197.042,44.742,158.631,60.556
1,-80.812,197.042,44.742,155.792,64.115
1,-80.812,197.042,44.742,152.805,67.526
1,-80.812,197.042,44.742,149.678,70.780
1,-80.812,197.042,44.742,146.419,73.873
1,-80.812,197.042,44.742,143.038,76.798
1,-80.812,197.042,44.742,139.545,79.550
1,-80.812,197.042,44.742,135.950,82.124
1,-80.812,197.042,44.742,132.262,84.517
1,-80.812,197.042,44.742,128.492,86.726
1,-80.812,197.042,44.742,124.650,88.747
1,-80.812,197.042,44.742,120.746,90.579
1,-80.812,197.042,44.742,116.792,92.220
1,-80.812,197.042,44.742,112.796,93.669
1,-80.812,197.042,44.742,108.770,94.927
1,-80.812,197.042,44.742,104.725,95.993
1,-80.812,197.042,44.742,100.669,96.868
1,-80.812,197.042,44.742,96.613,97.555
1,-80.812,197.042,44.742,92.566,98.055
1,-80.812,197.042,44.742,88.539,98.372
1,-80.812,197.042,44.742,84.541,98.507
1,-80.812,197.042,44.742,80.580,98.466
1,-80.812,197.042,44.742,76.666,98.253
1,-80.812,197.042,44.742,72.806,97.871
1,-80.812,197.042,44.742,69.008,97.328
1,-80.812,197.042,44.742,65.280,96.627
1,-80.812,197.042,44.742,61.629,95.775
1,-80.812,197.042,44.742,58.062,94.779
1,-80.812,197.042,44.742,54.584,93.644
1,-80.812,197.042,44.742,51.201,92.379
1,-80.812,197.042,44.742,47.919,90.989
1,-80.812,197.042,44.742,44.742,89.483
1,-80.812,197.042,44.742,41.673,87.868
1,-80.812,197.042,44.742,38.717,86.152
1,-80.812,197.042,44.742,35.877,84.342
1,-80.812,197.042,44.742,33.155,82.446
1,-80.812,197.042,44.742,30.552,80.472
1,-80.812,197.042,44.742,28.071,78.429
1,-80.812,197.042,44.742,25.712,76.323
1,-80.812,197.042,44.742,23.476,74.162
1,-80.812,197.042,44.742,21.362,71.954
1,-80.812,197.042,44.742,19.370,69.707
1,-80.812,197.042,44.742,17.499,67.427
1,-80.812,197.042,44.742,15.747,65.122
1,-80.812,197.042,44.742,14.113,62.799
1,-80.812,197.042,44.742,12.593,60.463
1,-80.812,197.042,44.742,11.185,58.121
1,-80.812,197.042,44.742,9.887,55.779
1,-80.812,197.042,44.742,8.694,53.443
1,-80.812,197.042,44.742,7.603,51.118
1,-80.812,197.042,44.742,6.609,48.807
1,-80.812,197.042,44.742,5.709,46.517
1,-80.812,197.042,44.742,4.898,44.251
1,-80.812,197.042,44.742,4.171,42.012
1,-80.812,197.042,44.742,3.524,39.803
1,-80.812,197.042,44.742,2.952,37.628
1,-80.812,197.042,44.742,2.449,35.488
1,-80.812,197.042,44.742,2.011,33.385
1,-80.812,197.042,44.742,1.632,31.321
1,-80.812,197.042,44.742,1.308,29.297
1,-80.812,197.042,44.742,1.033,27.312
1,-80.812,197.042,44.742,0.803,25.368
1,-80.812,197.042,44.742,0.613,23.464
1,-80.812,197.042,44.742,0.458,21.598
1,-80.812,197.042,44.742,0.334,19.771
1,-80.812,197.042,44.742,0.237,17.981
1,-80.812,197.042,44.742,0.163,16.225
1,-80.812,197.042,44.742,0.107,14.503
1,-80.812,197.042,44.742,0.067,12.810
1,-80.812,197.042,44.742,0.039,11.145
1,-80.812,197.042,44.742,0.021,9.506
1,-80.812,197.042,44.742,0.010,7.887
1,-80.812,197.042,44.742,0.004,6.287
1,-80.812,197.042,44.742,0.001,4.702
1,-80.812,197.042,44.742,0.000,3.129
1,-80.812,197.042,44.742,0.000,1.562
1,-80.812,197.042,44.742,0.000,0.000
1,-80.812,197.042,44.742,0.000,-1.562
1,-80.812,197.042,44.742,0.000,-3.129
1,-80.812,197.042,44.742,0.001,-4.702
1,-80.812,197.042,44.742,0.004,-6.287
1,-80.812,197.042,44.742,0.010,-7.887
1,-80.812,197.042,44.742,0.021,-9.506
1,-80.812,197.042,44.742,0.039,-11.145
1,-80.812,197.042,44.742,0.067,-12.810
1,-80.812,197.042,44.742,0.107,-14.503
1,-80.812,197.042,44.742,0.163,-16.225
1,-80.812,197.042,44.742,0.237,-17.981
1,-80.812,197.042,44.742,0.334,-19.771
1,-80.812,197.042,44.742,0.458,-21.598
1,-80.812,197.042,44.742,0.613,-23.464
1,-80.812,197.042,44.742,0.803,-25.368
1,-80.812,197.042,44.742,1.033,-27.312
1,-80.812,197.042,44.742,1.308,-29.297
1,-80.812,197.042,44.742,1.632,-31.321
1,-80.812,197.042,44.742,2.011,-33.385
1,-80.812,197.042,44.742,2.449,-35.488
1,-80.812,197.042,44.742,2.952,-37.628
1,-80.812,197.042,44.742,3.524,-39.803
1,-80.812,197.042,44.742,4.171,-42.012
1,-80.812,197.042,44.742,4.898,-44.251
1,-80.812,197.042,44.742,5.709,-46.517
1,-80.812,197.042,44.742,6.609,-48.807
1,-80.812,197.042,44.742,7.603,-51.118
1,-80.812,197.042,44.742,8.694,-53.443
1,-80.812,197.042,44.742,9.887,-55.779
1,-80.812,197.042,44.742,11.185,-58.121
1,-80.812,197.042,44.742,12.593,-60.463
1,-80.812,197.042,44.742,14.113,-62.799
1,-80.812,197.042,44.742,15.747,-65.122
1,-80.812,197.042,44.742,17.499,-67.427
1,-80.812,197.042,44.742,19.370,-69.707
1,-80.812,197.042,44.742,21.362,-71.954
1,-80.812,197.042,44.742,23.476,-74.162
1,-80.812,197.042,44.742,25.712,-76.323
1,-80.812,197.042,44.742,28.071,-78.429
1,-80.812,197.042,44.742,30.552,-80.472
1,-80.812,197.042,44.742,33.155,-82.446
1,-80.812,197.042,44.742,35.877,-84.342
1,-80.812,197.042,44.742,38.717,-86.152
1,-80.812,197.042,44.742,41.673,-87.868
1,-80.812,197.042,44.742,44.742,-89.483
1,-80.812,197.042,44.742,47.919,-90.989
1,-80.812,197.042,44.742,51.201,-92.379
1,-80.812,197.042,44.742,54.584,-93.644
1,-80.812,197.042,44.742,58.062,-94.779
1,-80.812,197.042,44.742,61.629,-95.775
1,-80.812,197.042,44.742,65.280,-96.627
1,-80.812,197.042,44.742,69.008,-97.328
1,-80.812,197.042,44.742,72.806,-97.871
1,-80.812,197.042,44.742,76.666,-98.253
1,-80.812,197.042,44.742,80.580,-98.466
1,-80.812,197.042,44.742,84.541,-98.507
1,-80.812,197.042,44.742,88.539,-98.372
1,-80.812,197.042,44.742,92.566,-98.055
1,-80.812,197.042,44.742,96.613,-97.555
1,-80.812,197.042,44.742,100.669,-96.868
1,-80.812,197.042,44.742,104.725,-95.993
1,-80.812,197.042,44.742,108.770,-94.927
1,-80.812,197.042,44.742,112.796,-93.669
1,-80.812,197.042,44.742,116.792,-92.220
1,-80.812,197.042,44.742,120.746,-90.579
1,-80.812,197.042,44.742,124.650,-88.747
1,-80.812,197.042,44.742,128.492,-86.726
1,-80.812,197.042,44.742,132.262,-84.517
1,-80.812,197.042,44.742,135.950,-82.124
1,-80.812,197.042,44.742,139.545,-79.550
1,-80.812,197.042,44.742,143.038,-76.798
1,-80.812,197.042,44.742,146.419,-73.873
1,-80.812,197.042,44.742,149.678,-70.780
1,-80.812,197.042,44.742,152.805,-67.526
1,-80.812,197.042,44.742,155.792,-64.115
1,-80.812,197.042,44.742,158.631,-60.556
1,-80.812,197.042,44.742,161.312,-56.855
1,-80.812,197.042,44.742,163.828,-53.021
1,-80.812,197.042,44.742,166.172,-49.061
1,-80.812,197.042,44.742,168.336,-44.985
1,-80.812,197.042,44.742,170.314,-40.801
1,-80.812,197.042,44.742,172.101,-36.520
1,-80.812,197.042,44.742,173.690,-32.150
1,-80.812,197.042,44.742,175.077,-27.704
1,-80.812,197.042,44.742,176.258,-23.190
1,-80.812,197.042,44.742,177.229,-18.620
1,-80.812,197.042,44.742,177.987,-14.005
1,-80.812,197.042,44.742,178.531,-9.355
1,-80.812,197.042,44.742,178.857,-4.683
2,-55.423,208.112,47.255,189.021,0.000
2,-55.423,208.112,47.255,188.906,4.947
2,-55.423,208.112,47.255,188.561,9.881
2,-55.423,208.112,47.255,187.987,14.791
2,-55.423,208.112,47.255,187.186,19.666
2,-55.423,208.112,47.255,186.160,24.493
2,-55.423,208.112,47.255,184.913,29.260
2,-55.423,208.112,47.255,183.448,33.957
2,-55.423,208.112,47.255,181.770,38.571
2,-55.423,208.112,47.255,179.883,43.093
2,-55.423,208.112,47.255,177.794,47.512
2,-55.423,208.112,47.255,175.508,51.817
2,-55.423,208.112,47.255,173.032,56.000
2,-55.423,208.112,47.255,170.375,60.050
2,-55.423,208.112,47.255,167.543,63.958
2,-55.423,208.112,47.255,164.545,67.717
2,-55.423,208.112,47.255,161.390,71.319
2,-55.423,208.112,47.255,158.087,74.757
2,-55.423,208.112,47.255,154.645,78.023
2,-55.423,208.112,47.255,151.074,81.112
2,-55.423,208.112,47.255,147.385,84.019
2,-55.423,208.112,47.255,143.588,86.738
2,-55.423,208.112,47.255,139.693,89.266
2,-55.423,208.112,47.255,135.711,91.598
2,-55.423,208.112,47.255,131.653,93.733
2,-55.423,208.112,47.255,127.530,95.668
2,-55.423,208.112,47.255,123.353,97.401
2,-55.423,208.112,47.255,119.133,98.932
2,-55.423,208.112,47.255,114.881,100.260
2,-55.423,208.112,47.255,110.608,101.386
2,-55.423,208.112,47.255,106.324,102.311
2,-55.423,208.112,47.255,102.040,103.036
2,-55.423,208.112,47.255,97.767,103.564
2,-55.423,208.112,47.255,93.514,103.898
2,-55.423,208.112,47.255,89.291,104.042
2,-55.423,208.112,47.255,85.108,103.998
2,-55.423,208.112,47.255,80.973,103.773
2,-55.423,208.112,47.255,76.896,103.370
2,-55.423,208.112,47.255,72.885,102.796
2,-55.423,208.112,47.255,68.948,102.055
2,-55.423,208.112,47.255,65.092,101.156
2,-55.423,208.112,47.255,61.324,100.103
2,-55.423,208.112,47.255,57.651,98.905
2,-55.423,208.112,47.255,54.078,97.569
2,-55.423,208.112,47.255,50.611,96.101
2,-55.423,208.112,47.255,47.255,94.511
2,-55.423,208.112,47.255,44.014,92.805
2,-55.423,208.112,47.255,40.892,90.992
2,-55.423,208.112,47.255,37.893,89.080
2,-55.423,208.112,47.255,35.017,87.078
2,-55.423,208.112,47.255,32.269,84.994
2,-55.423,208.112,47.255,29.648,82.835
2,-55.423,208.112,47.255,27.157,80.611
2,-55.423,208.112,47.255,24.795,78.329
2,-55.423,208.112,47.255,22.562,75.997
2,-55.423,208.112,47.255,20.459,73.623
2,-55.423,208.112,47.255,18.482,71.215
2,-55.423,208.112,47.255,16.632,68.781
2,-55.423,208.112,47.255,14.906,66.327
2,-55.423,208.112,47.255,13.300,63.860
2,-55.423,208.112,47.255,11.814,61.386
2,-55.423,208.112,47.255,10.442,58.913
2,-55.423,208.112,47.255,9.182,56.446
2,-55.423,208.112,47.255,8.030,53.989
2,-55.423,208.112,47.255,6.980,51.550
2,-55.423,208.112,47.255,6.030,49.131
2,-55.423,208.112,47.255,5.173,46.737
2,-55.423,208.112,47.255,4.406,44.372
2,-55.423,208.112,47.255,3.722,42.039
2,-55.423,208.112,47.255,3.118,39.742
2,-55.423,208.112,47.255,2.587,37.482
2,-55.423,208.112,47.255,2.124,35.261
2,-55.423,208.112,47.255,1.724,33.081
2,-55.423,208.112,47.255,1.381,30.942
2,-55.423,208.112,47.255,1.091,28.847
2,-55.423,208.112,47.255,0.848,26.793
2,-55.423,208.112,47.255,0.647,24.782
2,-55.423,208.112,47.255,0.484,22.812
2,-55.423,208.112,47.255,0.353,20.882
2,-55.423,208.112,47.255,0.251,18.991
2,-55.423,208.112,47.255,0.172,17.137
2,-55.423,208.112,47.255,0.113,15.317
2,-55.423,208.112,47.255,0.071,13.530
2,-55.423,208.112,47.255,0.042,11.772
2,-55.423,208.112,47.255,0.023,10.040
2,-55.423,208.112,47.255,0.011,8.330
2,-55.423,208.112,47.255,0.004,6.641
2,-55.423,208.112,47.255,0.001,4.967
2,-55.423,208.112,47.255,0.000,3.304
2,-55.423,208.112,47.255,0.000,1.650
2,-55.423,208.112,47.255,0.000,0.000
2,-55.423,208.112,47.255,0.000,-1.650
2,-55.423,208.112,47.255,0.000,-3.304
2,-55.423,208.112,47.255,0.001,-4.967
2,-55.423,208.112,47.255,0.004,-6.641
2,-55.423,208.112,47.255,0.011,-8.330
2,-55.423,208.112,47.255,0.023,-10.040
2,-55.423,208.112,47.255,0.042,-11.772
2,-55.423,208.112,47.255,0.071,-13.530
2,-55.423,208.112,47.255,0.113,-15.317
2,-55.423,208.112,47.255,0.172,-17.137
2,-55.423,208.112,47.255,0.251,-18.991
2,-55.423,208.112,47.255,0.353,-20.882
2,-55.423,208.112,47.255,0.484,-22.812
2,-55.423,208.112,47.255,0.647,-24.782
2,-55.423,208.112,47.255,0.848,-26.793
2,-55.423,208.112,47.255,1.091,-28.847
2,-55.423,208.112,47.255,1.381,-30.942
2,-55.423,208.112,47.255,1.724,-33.081
2,-55.423,208.112,47.255,2.124,-35.261
2,-55.423,208.112,47.255,2.587,-37.482
2,-55.423,208.112,47.255,3.118,-39.742
2,-55.423,208.112,47.255,3.722,-42.039
2,-55.423,208.112,47.255,4.406,-44.372
2,-55.423,208.112,47.255,5.173,-46.737
2,-55.423,208.112,47.255,6.030,-49.131
2,-55.423,208.112,47.255,6.980,-51.550
2,-55.423,208.112,47.255,8.030,-53.989
2,-55.423,208.112,47.255,9.182,-56.446
2,-55.423,208.112,47.255,10.442,-58.913
2,-55.423,208.112,47.255,11.814,-61.386
2,-55.423,208.112,47.255,13.300,-63.860
2,-55.423,208.112,47.255,14.906,-66.327
2,-55.423,208.112,47.255,16.632,-68.781
2,-55.423,208.112,47.255,18.482,-71.215
2,-55.423,208.112,47.255,20.459,-73.623
2,-55.423,208.112,47.255,22.562,-75.997
2,-55.423,208.112,47.255,24.795,-78.329
2,-55.423,208.112,47.255,27.157,-80.611
2,-55.423,208.112,47.255,29.648,-82.835
2,-55.423,208.112,47.255,32.269,-84.994
2,-55.423,208.112,47.255,35.017,-87.078
2,-55.423,208.112,47.255,37.893,-89.080
2,-55.423,208.112,47.255,40.892,-90.992
2,-55.423,208.112,47.255,44.014,-92.805
2,-55.423,208.112,47.255,47.255,-94.511
2,-55.423,208.112,47.255,50.611,-96.101
2,-55.423,208.112,47.255,54.078,-97.569
2,-55.423,208.112,47.255,57.651,-98.905
2,-55.423,208.112,47.255,61.324,-100.103
2,-55.423,208.112,47.255,65.092,-101.156
2,-55.423,208.112,47.255,68.948,-102.055
2,-55.423,208.112,47.255,72.885,-102.796
2,-55.423,208.112,47.255,76.896,-103.370
2,-55.423,208.112,47.255,80.973,-103.773
2,-55.423,208.112,47.255,85.108,-103.998
2,-55.423,208.112,47.255,89.291,-104.042
2,-55.423,208.112,47.255,93.514,-103.898
2,-55.423,208.112,47.255,97.767,-103.564
2,-55.423,208.112,47.255,102.040,-103.036
2,-55.423,208.112,47.255,106.324,-102.311
2,-55.423,208.112,47.255,110.608,-101.386
2,-55.423,208.112,47.255,114.881,-100.260
2,-55.423,208.112,47.255,119.133,-98.932
2,-55.423,208.112,47.255,123.353,-97.401
2,-55.423,208.112,47.255,127.530,-95.668
2,-55.423,208.112,47.255,131.653,-93.733
2,-55.423,208.112,47.255,135.711,-91.598
2,-55.423,208.112,47.255,139.693,-89.266
2,-55.423,208.112,47.255,143.588,-86.738
2,-55.423,208.112,47.255,147.385,-84.019
2,-55.423,208.112,47.255,151.074,-81.112
2,-55.423,208.112,47.255,154.645,-78.023
2,-55.423,208.112,47.255,158.087,-74.757
2,-55.423,208.112,47.255,161.390,-71.319
2,-55.423,208.112,47.255,164.545,-67.717
2,-55.423,208.112,47.255,167.543,-63.958
2,-55.423,208.112,47.255,170.375,-60.050
2,-55.423,208.112,47.255,173.032,-56.000
2,-55.423,208.112,47.255,175.508,-51.817
2,-55.423,208.112,47.255,177.794,-47.512
2,-55.423,208.112,47.255,179.883,-43.093
2,-55.423,208.112,47.255,181.770,-38.571
2,-55.423,208.112,47.255,183.448,-33.957
2,-55.423,208.112,47.255,184.913,-29.260
2,-55.423,208.112,47.255,186.160,-24.493
2,-55.423,208.112,47.255,187.186,-19.666
2,-55.423,208.112,47.255,187.987,-14.791
2,-55.423,208.112,47.255,188.561,-9.881
2,-55.423,208.112,47.255,188.906,-4.947
3,-30.034,219.074,49.744,198.978,0.000
3,-30.034,219.074,49.744,198.856,5.207
3,-30.034,219.074,49.744,198.493,10.402
3,-30.034,219.074,49.744,197.889,15.571
3,-30.034,219.074,49.744,197.046,20.702
3,-30.034,219.074,49.744,195.966,25.783
3,-30.034,219.074,49.744,194.653,30.801
3,-30.034,219.074,49.744,193.111,35.745
3,-30.034,219.074,49.744,191.344,40.603
3,-30.034,219.074,49.744,189.358,45.363
3,-30.034,219.074,49.744,187.159,50.015
3,-30.034,219.074,49.744,184.753,54.547
3,-30.034,219.074,49.744,182.147,58.949
3,-30.034,219.074,49.744,179.349,63.213
3,-30.034,219.074,49.744,176.368,67.327
3,-30.034,219.074,49.744,173.212,71.284
3,-30.034,219.074,49.744,169.891,75.076
3,-30.034,219.074,49.744,166.414,78.695
3,-30.034,219.074,49.744,162.791,82.133
3,-30.034,219.074,49.744,159.032,85.385
3,-30.034,219.074,49.744,155.148,88.444
3,-30.034,219.074,49.744,151.151,91.307
3,-30.034,219.074,49.744,147.051,93.968
3,-30.034,219.074,49.744,142.859,96.423
3,-30.034,219.074,49.744,138.588,98.671
3,-30.034,219.074,49.744,134.248,100.707
3,-30.034,219.074,49.744,129.851,102.532
3,-30.034,219.074,49.744,125.409,104.143
3,-30.034,219.074,49.744,120.933,105.541
3,-30.034,219.074,49.744,116.434,106.726
3,-30.034,219.074,49.744,111.925,107.700
3,-30.034,219.074,49.744,107.415,108.463
3,-30.034,219.074,49.744,102.917,109.019
3,-30.034,219.074,49.744,98.440,109.371
3,-30.034,219.074,49.744,93.994,109.522
3,-30.034,219.074,49.744,89.591,109.476
3,-30.034,219.074,49.744,85.238,109.239
3,-30.034,219.074,49.744,80.947,108.815
3,-30.034,219.074,49.744,76.724,108.210
3,-30.034,219.074,49.744,72.580,107.431
3,-30.034,219.074,49.744,68.520,106.484
3,-30.034,219.074,49.744,64.554,105.376
3,-30.034,219.074,49.744,60.687,104.115
3,-30.034,219.074,49.744,56.926,102.708
3,-30.034,219.074,49.744,53.277,101.163
3,-30.034,219.074,49.744,49.744,99.489
3,-30.034,219.074,49.744,46.333,97.693
3,-30.034,219.074,49.744,43.046,95.785
3,-30.034,219.074,49.744,39.888,93.773
3,-30.034,219.074,49.744,36.862,91.665
3,-30.034,219.074,49.744,33.968,89.471
3,-30.034,219.074,49.744,31.210,87.198
3,-30.034,219.074,49.744,28.587,84.857
3,-30.034,219.074,49.744,26.101,82.454
3,-30.034,219.074,49.744,23.751,80.000
