slab_index,s_prime_mm,D_mm,b_mm,n_local_mm,z_mm
6,46.133,250.894,56.970,211.587,-62.470
6,46.133,250.894,56.970,214.343,-57.279
6,46.133,250.894,56.970,216.862,-51.952
6,46.133,250.894,56.970,219.136,-46.501
6,46.133,250.894,56.970,221.160,-40.937
6,46.133,250.894,56.970,222.926,-35.275
6,46.133,250.894,56.970,224.430,-29.528
6,46.133,250.894,56.970,225.666,-23.709
6,46.133,250.894,56.970,226.632,-17.832
6,46.133,250.894,56.970,227.324,-11.912
6,46.133,250.894,56.970,227.740,-5.963
7,71.522,261.010,59.267,237.066,0.000
7,71.522,261.010,59.267,236.922,6.204
7,71.522,261.010,59.267,236.489,12.393
7,71.522,261.010,59.267,235.769,18.551
7,71.522,261.010,59.267,234.765,24.665
7,71.522,261.010,59.267,233.478,30.718
7,71.522,261.010,59.267,231.914,36.697
7,71.522,261.010,59.267,230.076,42.588
7,71.522,261.010,59.267,227.971,48.375
7,71.522,261.010,59.267,225.605,54.047
7,71.522,261.010,59.267,222.985,59.589
7,71.522,261.010,59.267,220.118,64.988
7,71.522,261.010,59.267,217.014,70.234
7,71.522,261.010,59.267,213.681,75.313
7,71.522,261.010,59.267,210.129,80.215
7,71.522,261.010,59.267,206.369,84.930
7,71.522,261.010,59.267,202.412,89.447
7,71.522,261.010,59.267,198.269,93.758
7,71.522,261.010,59.267,193.952,97.855
7,71.522,261.010,59.267,189.474,101.729
7,71.522,261.010,59.267,184.847,105.375
7,71.522,261.010,59.267,180.084,108.785
7,71.522,261.010,59.267,175.199,111.955
7,71.522,261.010,59.267,170.206,114.881
7,71.522,261.010,59.267,165.116,117.558
7,71.522,261.010,59.267,159.946,119.985
7,71.522,261.010,59.267,154.707,122.158
7,71.522,261.010,59.267,149.415,124.078
7,71.522,261.010,59.267,144.082,125.744
7,71.522,261.010,59.267,138.722,127.156
7,71.522,261.010,59.267,133.350,128.316
7,71.522,261.010,59.267,127.977,129.226
7,71.522,261.010,59.267,122.617,129.888
7,71.522,261.010,59.267,117.283,130.307
7,71.522,261.010,59.267,111.987,130.487
7,71.522,261.010,59.267,106.740,130.432
7,71.522,261.010,59.267,101.555,130.150
7,71.522,261.010,59.267,96.441,129.644
7,71.522,261.010,59.267,91.411,128.924
7,71.522,261.010,59.267,86.473,127.996
7,71.522,261.010,59.267,81.637,126.867
7,71.522,261.010,59.267,76.911,125.547
7,71.522,261.010,59.267,72.304,124.045
7,71.522,261.010,59.267,67.823,122.368
7,71.522,261.010,59.267,63.475,120.528
7,71.522,261.010,59.267,59.267,118.533
7,71.522,261.010,59.267,55.202,116.394
7,71.522,261.010,59.267,51.286,114.120
7,71.522,261.010,59.267,47.524,111.723
7,71.522,261.010,59.267,43.918,109.211
7,71.522,261.010,59.267,40.471,106.597
7,71.522,261.010,59.267,37.184,103.890
7,71.522,261.010,59.267,34.059,101.100
7,71.522,261.010,59.267,31.097,98.238
7,71.522,261.010,59.267,28.297,95.314
7,71.522,261.010,59.267,25.659,92.337
7,71.522,261.010,59.267,23.180,89.317
7,71.522,261.010,59.267,20.860,86.263
7,71.522,261.010,59.267,18.694,83.185
7,71.522,261.010,59.267,16.681,80.091
7,71.522,261.010,59.267,14.817,76.989
7,71.522,261.010,59.267,13.096,73.887
7,71.522,261.010,59.267,11.516,70.793
7,71.522,261.010,59.267,10.071,67.712
7,71.522,261.010,59.267,8.755,64.652
7,71.522,261.010,59.267,7.562,61.618
7,71.522,261.010,59.267,6.488,58.616
7,71.522,261.010,59.267,5.526,55.650
7,71.522,261.010,59.267,4.668,52.725
7,71.522,261.010,59.267,3.910,49.843
7,71.522,261.010,59.267,3.244,47.008
7,71.522,261.010,59.267,2.663,44.223
7,71.522,261.010,59.267,2.162,41.489
7,71.522,261.010,59.267,1.732,38.807
7,71.522,261.010,59.267,1.368,36.179
7,71.522,261.010,59.267,1.064,33.603
7,71.522,261.010,59.267,0.812,31.081
7,71.522,261.010,59.267,0.607,28.610
7,71.522,261.010,59.267,0.443,26.190
7,71.522,261.010,59.267,0.314,23.818
7,71.522,261.010,59.267,0.216,21.493
7,71.522,261.010,59.267,0.142,19.211
7,71.522,261.010,59.267,0.089,16.969
7,71.522,261.010,59.267,0.052,14.764
7,71.522,261.010,59.267,0.028,12.591
7,71.522,261.010,59.267,0.014,10.448
7,71.522,261.010,59.267,0.006,8.329
7,71.522,261.010,59.267,0.002,6.229
7,71.522,261.010,59.267,0.000,4.144
7,71.522,261.010,59.267,0.000,2.070
7,71.522,261.010,59.267,0.000,0.000
7,71.522,261.010,59.267,0.000,-2.070
7,71.522,261.010,59.267,0.000,-4.144
7,71.522,261.010,59.267,0.002,-6.229
7,71.522,261.010,59.267,0.006,-8.329
7,71.522,261.010,59.267,0.014,-10.448
7,71.522,261.010,59.267,0.028,-12.591
7,71.522,261.010,59.267,0.052,-14.764
7,71.522,261.010,59.267,0.089,-16.969
7,71.522,261.010,59.267,0.142,-19.211
7,71.522,261.010,59.267,0.216,-21.493
7,71.522,261.010,59.267,0.314,-23.818
7,71.522,261.010,59.267,0.443,-26.190
7,71.522,261.010,59.267,0.607,-28.610
7,71.522,261.010,59.267,0.812,-31.081
7,71.522,261.010,59.267,1.064,-33.603
7,71.522,261.010,59.267,1.368,-36.179
7,71.522,261.010,59.267,1.732,-38.807
7,71.522,261.010,59.267,2.162,-41.489
7,71.522,261.010,59.267,2.663,-44.223
7,71.522,261.010,59.267,3.244,-47.008
7,71.522,261.010,59.267,3.910,-49.843
7,71.522,261.010,59.267,4.668,-52.725
7,71.522,261.010,59.267,5.526,-55.650
7,71.522,261.010,59.267,6.488,-58.616
7,71.522,261.010,59.267,7.562,-61.618
7,71.522,261.010,59.267,8.755,-64.652
7,71.522,261.010,59.267,10.071,-67.712
7,71.522,261.010,59.267,11.516,-70.793
7,71.522,261.010,59.267,13.096,-73.887
7,71.522,261.010,59.267,14.817,-76.989
7,71.522,261.010,59.267,16.681,-80.091
7,71.522,261.010,59.267,18.694,-83.185
7,71.522,261.010,59.267,20.860,-86.263
7,71.522,261.010,59.267,23.180,-89.317
7,71.522,261.010,59.267,25.659,-92.337
7,71.522,261.010,59.267,28.297,-95.314
7,71.522,261.010,59.267,31.097,-98.238
7,71.522,261.010,59.267,34.059,-101.100
7,71.522,261.010,59.267,37.184,-103.890
7,71.522,261.010,59.267,40.471,-106.597
7,71.522,261.010,59.267,43.918,-109.211
7,71.522,261.010,59.267,47.524,-111.723
7,71.522,261.010,59.267,51.286,-114.120
7,71.522,261.010,59.267,55.202,-116.394
7,71.522,261.010,59.267,59.267,-118.533
7,71.522,261.010,59.267,63.475,-120.528
7,71.522,261.010,59.267,67.823,-122.368
7,71.522,261.010,59.267,72.304,-124.045
7,71.522,261.010,59.267,76.911,-125.547
7,71.522,261.010,59.267,81.637,-126.867
7,71.522,261.010,59.267,86.473,-127.996
7,71.522,261.010,59.267,91.411,-128.924
7,71.522,261.010,59.267,96.441,-129.644
7,71.522,261.010,59.267,101.555,-130.150
7,71.522,261.010,59.267,106.740,-130.432
7,71.522,261.010,59.267,111.987,-130.487
7,71.522,261.010,59.267,117.283,-130.307
7,71.522,261.010,59.267,122.617,-129.888
7,71.522,261.010,59.267,127.977,-129.226
7,71.522,261.010,59.267,133.350,-128.316
7,71.522,261.010,59.267,138.722,-127.156
7,71.522,261.010,59.267,144.082,-125.744
7,71.522,261.010,59.267,149.415,-124.078
7,71.522,261.010,59.267,154.707,-122.158
7,71.522,261.010,59.267,159.946,-119.985
7,71.522,261.010,59.267,165.116,-117.558
7,71.522,261.010,59.267,170.206,-114.881
7,71.522,261.010,59.267,175.199,-111.955
7,71.522,261.010,59.267,180.084,-108.785
7,71.522,261.010,59.267,184.847,-105.375
7,71.522,261.010,59.267,189.474,-101.729
7,71.522,261.010,59.267,193.952,-97.855
7,71.522,261.010,59.267,198.269,-93.758
7,71.522,261.010,59.267,202.412,-89.447
7,71.522,261.010,59.267,206.369,-84.930
7,71.522,261.010,59.267,210.129,-80.215
7,71.522,261.010,59.267,213.681,-75.313
7,71.522,261.010,59.267,217.014,-70.234
7,71.522,261.010,59.267,220.118,-64.988
7,71.522,261.010,59.267,222.985,-59.589
7,71.522,261.010,59.267,225.605,-54.047
7,71.522,261.010,59.267,227.971,-48.375
7,71.522,261.010,59.267,230.076,-42.588
7,71.522,261.010,59.267,231.914,-36.697
7,71.522,261.010,59.267,233.478,-30.718
7,71.522,261.010,59.267,234.765,-24.665
7,71.522,261.010,59.267,235.769,-18.551
7,71.522,261.010,59.267,236.489,-12.393
7,71.522,261.010,59.267,236.922,-6.204
8,96.911,270.814,61.493,245.971,0.000
8,96.911,270.814,61.493,245.821,6.437
8,96.911,270.814,61.493,245.372,12.858
8,96.911,270.814,61.493,244.625,19.248
8,96.911,270.814,61.493,243.583,25.591
8,96.911,270.814,61.493,242.248,31.872
8,96.911,270.814,61.493,240.625,38.076
8,96.911,270.814,61.493,238.719,44.187
8,96.911,270.814,61.493,236.534,50.192
8,96.911,270.814,61.493,234.079,56.077
8,96.911,270.814,61.493,231.360,61.827
8,96.911,270.814,61.493,228.386,67.429
8,96.911,270.814,61.493,225.165,72.872
8,96.911,270.814,61.493,221.707,78.142
8,96.911,270.814,61.493,218.022,83.228
8,96.911,270.814,61.493,214.121,88.120
8,96.911,270.814,61.493,210.015,92.807
8,96.911,270.814,61.493,205.716,97.280
8,96.911,270.814,61.493,201.237,101.530
8,96.911,270.814,61.493,196.591,105.550
8,96.911,270.814,61.493,191.790,109.333
8,96.911,270.814,61.493,186.849,112.871
8,96.911,270.814,61.493,181.780,116.160
8,96.911,270.814,61.493,176.599,119.196
8,96.911,270.814,61.493,171.318,121.974
8,96.911,270.814,61.493,165.953,124.491
8,96.911,270.814,61.493,160.518,126.747
8,96.911,270.814,61.493,155.027,128.739
8,96.911,270.814,61.493,149.494,130.467
8,96.911,270.814,61.493,143.933,131.932
8,96.911,270.814,61.493,138.358,133.136
8,96.911,270.814,61.493,132.784,134.079
8,96.911,270.814,61.493,127.223,134.767
8,96.911,270.814,61.493,121.688,135.202
8,96.911,270.814,61.493,116.193,135.388
8,96.911,270.814,61.493,110.749,135.332
8,96.911,270.814,61.493,105.369,135.038
8,96.911,270.814,61.493,100.064,134.514
8,96.911,270.814,61.493,94.844,133.767
8,96.911,270.814,61.493,89.721,132.803
8,96.911,270.814,61.493,84.703,131.633
8,96.911,270.814,61.493,79.800,130.263
8,96.911,270.814,61.493,75.020,128.704
8,96.911,270.814,61.493,70.371,126.965
8,96.911,270.814,61.493,65.860,125.055
8,96.911,270.814,61.493,61.493,122.985
8,96.911,270.814,61.493,57.275,120.766
8,96.911,270.814,61.493,53.213,118.407
8,96.911,270.814,61.493,49.309,115.919
8,96.911,270.814,61.493,45.567,113.314
8,96.911,270.814,61.493,41.991,110.601
8,96.911,270.814,61.493,38.581,107.792
8,96.911,270.814,61.493,35.339,104.898
8,96.911,270.814,61.493,32.265,101.928
8,96.911,270.814,61.493,29.360,98.894
8,96.911,270.814,61.493,26.622,95.805
8,96.911,270.814,61.493,24.051,92.672
8,96.911,270.814,61.493,21.643,89.504
8,96.911,270.814,61.493,19.396,86.310
8,96.911,270.814,61.493,17.308,83.100
8,96.911,270.814,61.493,15.373,79.881
8,96.911,270.814,61.493,13.588,76.663
8,96.911,270.814,61.493,11.949,73.452
8,96.911,270.814,61.493,10.449,70.256
8,96.911,270.814,61.493,9.083,67.081
8,96.911,270.814,61.493,7.847,63.933
8,96.911,270.814,61.493,6.732,60.818
8,96.911,270.814,61.493,5.733,57.741
8,96.911,270.814,61.493,4.844,54.705
8,96.911,270.814,61.493,4.057,51.715
8,96.911,270.814,61.493,3.366,48.774
8,96.911,270.814,61.493,2.763,45.884
8,96.911,270.814,61.493,2.243,43.047
8,96.911,270.814,61.493,1.797,40.265
8,96.911,270.814,61.493,1.420,37.538
8,96.911,270.814,61.493,1.104,34.866
8,96.911,270.814,61.493,0.843,32.248
8,96.911,270.814,61.493,0.630,29.685
8,96.911,270.814,61.493,0.460,27.174
8,96.911,270.814,61.493,0.326,24.713
8,96.911,270.814,61.493,0.224,22.300
8,96.911,270.814,61.493,0.147,19.932
8,96.911,270.814,61.493,0.092,17.606
8,96.911,270.814,61.493,0.054,15.318
8,96.911,270.814,61.493,0.029,13.064
8,96.911,270.814,61.493,0.014,10.840
8,96.911,270.814,61.493,0.006,8.641
8,96.911,270.814,61.493,0.002,6.463
8,96.911,270.814,61.493,0.000,4.300
8,96.911,270.814,61.493,0.000,2.147
8,96.911,270.814,61.493,0.000,0.000
8,96.911,270.814,61.493,0.000,-2.147
8,96.911,270.814,61.493,0.000,-4.300
8,96.911,270.814,61.493,0.002,-6.463
8,96.911,270.814,61.493,0.006,-8.641
8,96.911,270.814,61.493,0.014,-10.840
8,96.911,270.814,61.493,0.029,-13.064
8,96.911,270.814,61.493,0.054,-15.318
8,96.911,270.814,61.493,0.092,-17.606
8,96.911,270.814,61.493,0.147,-19.932
8,96.911,270.814,61.493,0.224,-22.300
8,96.911,270.814,61.493,0.326,-24.713
8,96.911,270.814,61.493,0.460,-27.174
8,96.911,270.814,61.493,0.630,-29.685
8,96.911,270.814,61.493,0.843,-32.248
8,96.911,270.814,61.493,1.104,-34.866
8,96.911,270.814,61.493,1.420,-37.538
8,96.911,270.814,61.493,1.797,-40.265
8,96.911,270.814,61.493,2.243,-43.047
8,96.911,270.814,61.493,2.763,-45.884
8,96.911,270.814,61.493,3.366,-48.774
8,96.911,270.814,61.493,4.057,-51.715
8,96.911,270.814,61.493,4.844,-54.705
8,96.911,270.814,61.493,5.733,-57.741
8,96.911,270.814,61.493,6.732,-60.818
8,96.911,270.814,61.493,7.847,-63.933
8,96.911,270.814,61.493,9.083,-67.081
8,96.911,270.814,61.493,10.449,-70.256
8,96.911,270.814,61.493,11.949,-73.452
8,96.911,270.814,61.493,13.588,-76.663
8,96.911,270.814,61.493,15.373,-79.881
8,96.911,270.814,61.493,17.308,-83.100
8,96.911,270.814,61.493,19.396,-86.310
8,96.911,270.814,61.493,21.643,-89.504
8,96.911,270.814,61.493,24.051,-92.672
8,96.911,270.814,61.493,26.622,-95.805
8,96.911,270.814,61.493,29.360,-98.894
8,96.911,270.814,61.493,32.265,-101.928
8,96.911,270.814,61.493,35.339,-104.898
8,96.911,270.814,61.493,38.581,-107.792
8,96.911,270.814,61.493,41.991,-110.601
8,96.911,270.814,61.493,45.567,-113.314
8,96.911,270.814,61.493,49.309,-115.919
8,96.911,270.814,61.493,53.213,-118.407
8,96.911,270.814,61.493,57.275,-120.766
8,96.911,270.814,61.493,61.493,-122.985
8,96.911,270.814,61.493,65.860,-125.055
8,96.911,270.814,61.493,70.371,-126.965
8,96.911,270.814,61.493,75.020,-128.704
8,96.911,270.814,61.493,79.800,-130.263
8,96.911,270.814,61.493,84.703,-131.633
8,96.911,270.814,61.493,89.721,-132.803
8,96.911,270.814,61.493,94.844,-133.767
8,96.911,270.814,61.493,100.064,-134.514
8,96.911,270.814,61.493,105.369,-135.038
8,96.911,270.814,61.493,110.749,-135.332
8,96.911,270.814,61.493,116.193,-135.388
8,96.911,270.814,61.493,121.688,-135.202
8,96.911,270.814,61.493,127.223,-134.767
8,96.911,270.814,61.493,132.784,-134.079
8,96.911,270.814,61.493,138.358,-133.136
8,96.911,270.814,61.493,143.933,-131.932
8,96.911,270.814,61.493,149.494,-130.467
8,96.911,270.814,61.493,155.027,-128.739
8,96.911,270.814,61.493,160.518,-126.747
8,96.911,270.814,61.493,165.953,-124.491
8,96.911,270.814,61.493,171.318,-121.974
8,96.911,270.814,61.493,176.599,-119.196
8,96.911,270.814,61.493,181.780,-116.160
8,96.911,270.814,61.493,186.849,-112.871
8,96.911,270.814,61.493,191.790,-109.333
8,96.911,270.814,61.493,196.591,-105.550
8,96.911,270.814,61.493,201.237,-101.530
8,96.911,270.814,61.493,205.716,-97.280
8,96.911,270.814,61.493,210.015,-92.807
8,96.911,270.814,61.493,214.121,-88.120
8,96.911,270.814,61.493,218.022,-83.228
8,96.911,270.814,61.493,221.707,-78.142
8,96.911,270.814,61.493,225.165,-72.872
8,96.911,270.814,61.493,228.386,-67.429
8,96.911,270.814,61.493,231.360,-61.827
8,96.911,270.814,61.493,234.079,-56.077
8,96.911,270.814,61.493,236.534,-50.192
8,96.911,270.814,61.493,238.719,-44.187
8,96.911,270.814,61.493,240.625,-38.076
8,96.911,270.814,61.493,242.248,-31.872
8,96.911,270.814,61.493,243.583,-25.591
8,96.911,270.814,61.493,244.625,-19.248
8,96.911,270.814,61.493,245.372,-12.858
8,96.911,270.814,61.493,245.821,-6.437
9,122.300,280.269,63.640,254.558,0.000
9,122.300,280.269,63.640,254.403,6.662
9,122.300,280.269,63.640,253.939,13.307
9,122.300,280.269,63.640,253.166,19.920
9,122.300,280.269,63.640,252.087,26.485
9,122.300,280.269,63.640,250.706,32.985
9,122.300,280.269,63.640,249.026,39.405
9,122.300,280.269,63.640,247.053,45.730
9,122.300,280.269,63.640,244.793,51.945
9,122.300,280.269,63.640,242.252,58.035
9,122.300,280.269,63.640,239.438,63.985
9,122.300,280.269,63.640,236.360,69.783
9,122.300,280.269,63.640,233.026,75.416
9,122.300,280.269,63.640,229.447,80.870
9,122.300,280.269,63.640,225.634,86.134
9,122.300,280.269,63.640,221.596,91.196
9,122.300,280.269,63.640,217.347,96.047
9,122.300,280.269,63.640,212.898,100.676
9,122.300,280.269,63.640,208.263,105.075
9,122.300,280.269,63.640,203.455,109.235
9,122.300,280.269,63.640,198.486,113.150
9,122.300,280.269,63.640,193.372,116.812
9,122.300,280.269,63.640,188.127,120.216
9,122.300,280.269,63.640,182.764,123.357
9,122.300,280.269,63.640,177.300,126.232
9,122.300,280.269,63.640,171.747,128.838
9,122.300,280.269,63.640,166.122,131.172
9,122.300,280.269,63.640,160.439,133.233
9,122.300,280.269,63.640,154.713,135.022
9,122.300,280.269,63.640,148.958,136.538
9,122.300,280.269,63.640,143.189,137.784
9,122.300,280.269,63.640,137.420,138.761
9,122.300,280.269,63.640,131.665,139.472
9,122.300,280.269,63.640,125.937,139.922
9,122.300,280.269,63.640,120.250,140.115
9,122.300,280.269,63.640,114.616,140.057
9,122.300,280.269,63.640,109.048,139.753
9,122.300,280.269,63.640,103.558,139.211
9,122.300,280.269,63.640,98.156,138.437
9,122.300,280.269,63.640,92.853,137.440
9,122.300,280.269,63.640,87.660,136.229
9,122.300,280.269,63.640,82.586,134.811
9,122.300,280.269,63.640,77.639,133.198
9,122.300,280.269,63.640,72.828,131.398
9,122.300,280.269,63.640,68.159,129.421
9,122.300,280.269,63.640,63.640,127.279
9,122.300,280.269,63.640,59.275,124.982
9,122.300,280.269,63.640,55.071,122.541
9,122.300,280.269,63.640,51.031,119.966
9,122.300,280.269,63.640,47.158,117.270
9,122.300,280.269,63.640,43.457,114.463
9,122.300,280.269,63.640,39.928,111.556
9,122.300,280.269,63.640,36.573,108.560
9,122.300,280.269,63.640,33.392,105.487
9,122.300,280.269,63.640,30.385,102.346
9,122.300,280.269,63.640,27.552,99.150
9,122.300,280.269,63.640,24.891,95.907
9,122.300,280.269,63.640,22.399,92.629
9,122.300,280.269,63.640,20.074,89.323
9,122.300,280.269,63.640,17.912,86.001
9,122.300,280.269,63.640,15.910,82.670
9,122.300,280.269,63.640,14.063,79.339
9,122.300,280.269,63.640,12.366,76.016
9,122.300,280.269,63.640,10.814,72.709
9,122.300,280.269,63.640,9.401,69.423
9,122.300,280.269,63.640,8.120,66.165
9,122.300,280.269,63.640,6.967,62.941
9,122.300,280.269,63.640,5.933,59.757
9,122.300,280.269,63.640,5.013,56.615
9,122.300,280.269,63.640,4.199,53.521
9,122.300,280.269,63.640,3.483,50.477
9,122.300,280.269,63.640,2.860,47.486
9,122.300,280.269,63.640,2.321,44.550
9,122.300,280.269,63.640,1.860,41.671
9,122.300,280.269,63.640,1.469,38.848
9,122.300,280.269,63.640,1.142,36.083
9,122.300,280.269,63.640,0.872,33.374
9,122.300,280.269,63.640,0.652,30.721
9,122.300,280.269,63.640,0.476,28.122
9,122.300,280.269,63.640,0.337,25.576
9,122.300,280.269,63.640,0.231,23.079
9,122.300,280.269,63.640,0.152,20.628
9,122.300,280.269,63.640,0.096,18.221
9,122.300,280.269,63.640,0.056,15.853
9,122.300,280.269,63.640,0.030,13.521
9,122.300,280.269,63.640,0.015,11.219
9,122.300,280.269,63.640,0.006,8.943
9,122.300,280.269,63.640,0.002,6.689
9,122.300,280.269,63.640,0.000,4.450
9,122.300,280.269,63.640,0.000,2.222
9,122.300,280.269,63.640,0.000,0.000
9,122.300,280.269,63.640,0.000,-2.222
9,122.300,280.269,63.640,0.000,-4.450
9,122.300,280.269,63.640,0.002,-6.689
9,122.300,280.269,63.640,0.006,-8.943
9,122.300,280.269,63.640,0.015,-11.219
9,122.300,280.269,63.640,0.030,-13.521
9,122.300,280.269,63.640,0.056,-15.853
9,122.300,280.269,63.640,0.096,-18.221
9,122.300,280.269,63.640,0.152,-20.628
9,122.300,280.269,63.640,0.231,-23.079
9,122.300,280.269,63.640,0.337,-25.576
9,122.300,280.269,63.640,0.476,-28.122
9,122.300,280.269,63.640,0.652,-30.721
9,122.300,280.269,63.640,0.872,-33.374
9,122.300,280.269,63.640,1.142,-36.083
9,122.300,280.269,63.640,1.469,-38.848
9,122.300,280.269,63.640,1.860,-41.671
9,122.300,280.269,63.640,2.321,-44.550
9,122.300,280.269,63.640,2.860,-47.486
9,122.300,280.269,63.640,3.483,-50.477
9,122.300,280.269,63.640,4.199,-53.521
9,122.300,280.269,63.640,5.013,-56.615
9,122.300,280.269,63.640,5.933,-59.757
9,122.300,280.269,63.640,6.967,-62.941
9,122.300,280.269,63.640,8.120,-66.165
9,122.300,280.269,63.640,9.401,-69.423
9,122.300,280.269,63.640,10.814,-72.709
9,122.300,280.269,63.640,12.366,-76.016
9,122.300,280.269,63.640,14.063,-79.339
9,122.300,280.269,63.640,15.910,-82.670
9,122.300,280.269,63.640,17.912,-86.001
9,122.300,280.269,63.640,20.074,-89.323
9,122.300,280.269,63.640,22.399,-92.629
9,122.300,280.269,63.640,24.891,-95.907
9,122.300,280.269,63.640,27.552,-99.150
9,122.300,280.269,63.640,30.385,-102.346
9,122.300,280.269,63.640,33.392,-105.487
9,122.300,280.269,63.640,36.573,-108.560
9,122.300,280.269,63.640,39.928,-111.556
9,122.300,280.269,63.640,43.457,-114.463
9,122.300,280.269,63.640,47.158,-117.270
9,122.300,280.269,63.640,51.031,-119.966
9,122.300,280.269,63.640,55.071,-122.541
9,122.300,280.269,63.640,59.275,-124.982
9,122.300,280.269,63.640,63.640,-127.279
9,122.300,280.269,63.640,68.159,-129.421
9,122.300,280.269,63.640,72.828,-131.398
9,122.300,280.269,63.640,77.639,-133.198
9,122.300,280.269,63.640,82.586,-134.811
9,122.300,280.269,63.640,87.660,-136.229
9,122.300,280.269,63.640,92.853,-137.440
9,122.300,280.269,63.640,98.156,-138.437
9,122.300,280.269,63.640,103.558,-139.211
9,122.300,280.269,63.640,109.048,-139.753
9,122.300,280.269,63.640,114.616,-140.057
9,122.300,280.269,63.640,120.250,-140.115
9,122.300,280.269,63.640,125.937,-139.922
9,122.300,280.269,63.640,131.665,-139.472
9,122.300,280.269,63.640,137.420,-138.761
9,122.300,280.269,63.640,143.189,-137.784
9,122.300,280.269,63.640,148.958,-136.538
9,122.300,280.269,63.640,154.713,-135.022
9,122.300,280.269,63.640,160.439,-133.233
9,122.300,280.269,63.640,166.122,-131.172
9,122.300,280.269,63.640,171.747,-128.838
9,122.300,280.269,63.640,177.300,-126.232
9,122.300,280.269,63.640,182.764,-123.357
9,122.300,280.269,63.640,188.127,-120.216
9,122.300,280.269,63.640,193.372,-116.812
9,122.300,280.269,63.640,198.486,-113.150
9,122.300,280.269,63.640,203.455,-109.235
9,122.300,280.269,63.640,208.263,-105.075
9,122.300,280.269,63.640,212.898,-100.676
9,122.300,280.269,63.640,217.347,-96.047
9,122.300,280.269,63.640,221.596,-91.196
9,122.300,280.269,63.640,225.634,-86.134
9,122.300,280.269,63.640,229.447,-80.870
9,122.300,280.269,63.640,233.026,-75.416
9,122.300,280.269,63.640,236.360,-69.783
9,122.300,280.269,63.640,239.438,-63.985
9,122.300,280.269,63.640,242.252,-58.035
9,122.300,280.269,63.640,244.793,-51.945
9,122.300,280.269,63.640,247.053,-45.730
9,122.300,280.269,63.640,249.026,-39.405
9,122.300,280.269,63.640,250.706,-32.985
9,122.300,280.269,63.640,252.087,-26.485
9,122.300,280.269,63.640,253.166,-19.920
9,122.300,280.269,63.640,253.939,-13.307
9,122.300,280.269,63.640,254.403,-6.662
10,147.689,289.338,65.699,262.796,0.000
10,147.689,289.338,65.699,262.636,6.877
10,147.689,289.338,65.699,262.156,13.738
10,147.689,289.338,65.699,261.358,20.565
10,147.689,289.338,65.699,260.245,27.342
10,147.689,289.338,65.699,258.819,34.052
10,147.689,289.338,65.699,257.085,40.680
10,147.689,289.338,65.699,255.048,47.210
10,147.689,289.338,65.699,252.714,53.626
10,147.689,289.338,65.699,250.091,59.913
10,147.689,289.338,65.699,247.186,66.056
10,147.689,289.338,65.699,244.009,72.042
10,147.689,289.338,65.699,240.567,77.856
10,147.689,289.338,65.699,236.872,83.487
10,147.689,289.338,65.699,232.935,88.921
10,147.689,289.338,65.699,228.767,94.148
10,147.689,289.338,65.699,224.381,99.155
10,147.689,289.338,65.699,219.788,103.934
10,147.689,289.338,65.699,215.003,108.476
10,147.689,289.338,65.699,210.039,112.770
10,147.689,289.338,65.699,204.909,116.811
10,147.689,289.338,65.699,199.630,120.592
10,147.689,289.338,65.699,194.215,124.106
10,147.689,289.338,65.699,188.679,127.349
10,147.689,289.338,65.699,183.037,130.317
10,147.689,289.338,65.699,177.305,133.007
10,147.689,289.338,65.699,171.498,135.417
10,147.689,289.338,65.699,165.631,137.545
10,147.689,289.338,65.699,159.720,139.391
10,147.689,289.338,65.699,153.779,140.957
10,147.689,289.338,65.699,147.823,142.243
10,147.689,289.338,65.699,141.867,143.251
10,147.689,289.338,65.699,135.925,143.986
10,147.689,289.338,65.699,130.012,144.450
10,147.689,289.338,65.699,124.141,144.649
10,147.689,289.338,65.699,118.325,144.589
10,147.689,289.338,65.699,112.577,144.275
10,147.689,289.338,65.699,106.909,143.715
10,147.689,289.338,65.699,101.332,142.917
10,147.689,289.338,65.699,95.858,141.888
10,147.689,289.338,65.699,90.497,140.637
10,147.689,289.338,65.699,85.259,139.174
10,147.689,289.338,65.699,80.152,137.508
10,147.689,289.338,65.699,75.185,135.650
10,147.689,289.338,65.699,70.365,133.609
10,147.689,289.338,65.699,65.699,131.398
10,147.689,289.338,65.699,61.193,129.027
10,147.689,289.338,65.699,56.853,126.506
10,147.689,289.338,65.699,52.682,123.848
10,147.689,289.338,65.699,48.684,121.065
10,147.689,289.338,65.699,44.863,118.167
10,147.689,289.338,65.699,41.220,115.166
10,147.689,289.338,65.699,37.756,112.073
10,147.689,289.338,65.699,34.472,108.900
10,147.689,289.338,65.699,31.368,105.658
10,147.689,289.338,65.699,28.444,102.358
10,147.689,289.338,65.699,25.696,99.011
10,147.689,289.338,65.699,23.124,95.626
10,147.689,289.338,65.699,20.723,92.214
10,147.689,289.338,65.699,18.492,88.784
10,147.689,289.338,65.699,16.425,85.346
10,147.689,289.338,65.699,14.518,81.907
10,147.689,289.338,65.699,12.766,78.476
10,147.689,289.338,65.699,11.164,75.061
10,147.689,289.338,65.699,9.705,71.669
10,147.689,289.338,65.699,8.383,68.306
10,147.689,289.338,65.699,7.192,64.978
10,147.689,289.338,65.699,6.125,61.690
10,147.689,289.338,65.699,5.175,58.447
10,147.689,289.338,65.699,4.334,55.253
10,147.689,289.338,65.699,3.596,52.111
